iter	Passed	Remaining
1675	10774	14940
1676	10781	14935
1677	10786	14925
1678	10790	14917
1679	10795	14908
1680	10802	14902
1681	10809	14897
1682	10817	14892
1683	10824	14886
1684	10829	14878
1685	10836	14872
1686	10843	14867
1687	10848	14858
1688	10852	14849
1689	10857	14840
1690	10864	14835
1691	10872	14830
1692	10878	14824
1693	10885	14818
1694	10889	14809
1695	10894	14799
1696	10901	14794
1697	10905	14784
1698	10909	14775
1699	10914	14766
1700	10922	14762
1701	10928	14756
1702	10933	14746
1703	10937	14737
1704	10945	14733
1705	10950	14725
1706	10955	14715
1707	10962	14710
1708	10971	14707
1709	10975	14698
1710	10982	14692
1711	10986	14683
1712	10991	14674
1713	10996	14665
1714	11003	14660
1715	11007	14651
1716	11012	14642
1717	11021	14639
1718	11028	14634
1719	11033	14625
1720	11037	14616
1721	11044	14610
1722	11049	14601
1723	11053	14592
1724	11057	14583
1725	11064	14577
1726	11069	14568
1727	11076	14563
1728	11083	14558
1729	11088	14549
1730	11092	14540
1731	11100	14536
1732	11107	14530
1733	11112	14522
1734	11121	14518
1735	11129	14514
1736	11133	14505
1737	11138	14496
1738	11144	14489
1739	11152	14485
1740	11156	14476
1741	11167	14475
1742	11171	14466
1743	11180	14463
1744	11185	14455
1745	11193	14450
1746	11200	14444
1747	11205	14436
1748	11213	14431
1749	11220	14426
1750	11224	14416
1751	11231	14411
1752	11239	14406
1753	11246	14400
1754	11250	14391
1755	11257	14385
1756	11265	14381
1757	11269	14372
1758	11276	14366
1759	11283	14361
1760	11288	14352
1761	11292	14343
1762	11299	14337
1763	11303	14328
1764	11308	14319
1765	11316	14314
1766	11320	14305
1767	11327	14299
1768	11334	14294
1769	11341	14288
1770	11345	14279
1771	11349	14270
1772	11354	14261
1773	11362	14257
1774	11369	14251
1775	11373	14242
1776	11380	14237
1777	11385	14228
1778	11389	14219
1779	11396	14213
1780	11403	14207
1781	11407	14199
1782	11415	14194
1783	11422	14188
1784	11426	14179
1785	11433	14173
1786	11441	14169
1787	11449	14164
1788	11456	14158
1789	11463	14153
1790	11467	14144
1791	11475	14139
1792	11482	14133
1793	11486	14124
1794	11494	14120
1795	11499	14111
1796	11506	14106
1797	11511	14098
1798	11518	14092
1799	11525	14087
1800	11530	14078
1801	11534	14069
1802	11541	14063
1803	11546	14054
1804	11550	14046
1805	11557	14040
1806	11564	14034
1807	11568	14025
1808	11573	14017
1809	11581	14012
1810	11588	14007
1811	11595	14001
1812	11603	13997
1813	11608	13988
1814	11615	13983
1815	11620	13975
1816	11627	13969
1817	11635	13965
1818	11642	13959
1819	11647	13950
1820	11651	13941
1821	11659	13937
1822	11666	13931
1823	11673	13925
1824	11680	13920
1825	11684	13911
1826	11692	13907
1827	11699	13900
1828	11703	13892
1829	11711	13886
1830	11715	13878
1831	11722	13872
1832	11729	13867
1833	11734	13858
1834	11741	13852
1835	11745	13843
1836	11750	13835
1837	11757	13830
1838	11764	13824
1839	11769	13816
1840	11776	13810
1841	11784	13806
1842	11792	13801
1843	11799	13795
1844	11808	13792
1845	11812	13783
1846	11819	13777
1847	11828	13774
1848	11836	13769
1849	11840	13760
1850	11845	13752
1851	11849	13743
1852	11856	13738
1853	11861	13729
1854	11866	13721
1855	11874	13716
1856	11882	13711
1857	11886	13703
1858	11894	13699
1859	11899	13691
1860	11906	13685
1861	11913	13679
1862	11920	13674
1863	11925	13665
1864	11930	13657
1865	11936	13651
1866	11941	13642
1867	11945	13634
1868	11950	13625
1869	11957	13620
1870	11965	13615
1871	11969	13606
1872	11979	13603
1873	11983	13595
1874	11987	13586
1875	11995	13580
1876	11999	13572
1877	12006	13566
1878	12013	13560
1879	12020	13554
1880	12024	13546
1881	12032	13541
1882	12040	13536
1883	12044	13527
1884	12048	13519
1885	12053	13510
1886	12060	13504
1887	12068	13500
1888	12075	13494
1889	12082	13489
1890	12087	13480
1891	12092	13472
1892	12099	13467
1893	12106	13461
1894	12113	13455
1895	12120	13450
1896	12125	13441
1897	12129	13433
1898	12136	13427
1899	12141	13419
1900	12146	13411
1901	12153	13406
1902	12161	13400
1903	12165	13392
1904	12172	13386
1905	12180	13381
1906	12184	13373
1907	12191	13367
1908	12195	13358
1909	12204	13354
1910	12208	13345
1911	12215	13339
1912	12222	13334
1913	12230	13329
1914	12237	13324
1915	12242	13315
1916	12247	13307
1917	12251	13299
1918	12259	13294
1919	12267	13289
1920	12273	13283
1921	12278	13274
1922	12283	13266
1923	12290	13261
1924	12297	13255
1925	12301	13247
1926	12305	13238
1927	12314	13234
1928	12321	13228
1929	12329	13223
1930	12336	13217
1931	12341	13210
1932	12349	13205
1933	12356	13199
1934	12360	13191
1935	12365	13183
1936	12373	13178
1937	12381	13173
1938	12388	13167
1939	12396	13163
1940	12401	13155
1941	12409	13150
1942	12416	13144
1943	12423	13139
1944	12430	13133
1945	12437	13127
1946	12441	13119
1947	12450	13115
1948	12455	13106
1949	12462	13101
1950	12468	13095
1951	12477	13090
1952	12481	13082
1953	12485	13073
1954	12492	13067
1955	12497	13059
1956	12501	13051
1957	12509	13046
1958	12516	13040
1959	12521	13032
1960	12525	13024
1961	12533	13018
1962	12538	13010
1963	12542	13002
1964	12551	12998
1965	12558	12992
1966	12562	12984
1967	12569	12978
1968	12574	12969
1969	12578	12961
1970	12582	12953
1971	12590	12947
1972	12597	12942
1973	12601	12933
1974	12609	12929
1975	12617	12923
1976	12624	12917
1977	12631	12912
1978	12635	12903
1979	12639	12895
1980	12644	12886
1981	12651	12881
1982	12659	12876
1983	12664	12868
1984	12671	12862
1985	12675	12854
1986	12680	12846
1987	12689	12842
1988	12696	12837
1989	12701	12828
1990	12708	12823
1991	12713	12815
1992	12720	12810
1993	12725	12802
1994	12732	12796
1995	12736	12787
1996	12741	12779
1997	12748	12774
1998	12755	12768
1999	12759	12759
2000	12767	12754
2001	12775	12749
2002	12779	12741
2003	12786	12735
2004	12791	12727
2005	12796	12719
2006	12800	12711
2007	12807	12705
2008	12815	12700
2009	12819	12692
2010	12823	12683
2011	12830	12677
2012	12835	12669
2013	12840	12661
2014	12844	12653
2015	12852	12648
2016	12859	12642
2017	12866	12637
2018	12871	12629
2019	12876	12621
2020	12880	12613
2021	12888	12607
2022	12896	12603
2023	12901	12595
2024	12907	12589
2025	12914	12583
2026	12919	12575
2027	12927	12570
2028	12934	12564
2029	12938	12556
2030	12943	12548
2031	12951	12543
2032	12958	12538
2033	12965	12532
2034	12970	12524
2035	12975	12516
2036	12979	12508
2037	12984	12500
2038	12994	12497
2039	12999	12489
2040	13008	12485
2041	13014	12479
2042	13021	12473
2043	13026	12465
2044	13034	12460
2045	13038	12452
2046	13043	12444
2047	13050	12438
2048	13059	12434
2049	13064	12426
2050	13072	12422
2051	13077	12414
2052	13082	12406
2053	13090	12402
2054	13097	12396
2055	13104	12391
2056	13112	12385
2057	13117	12378
2058	13124	12372
2059	13131	12366
2060	13136	12358
2061	13140	12350
2062	13148	12345
2063	13155	12339
2064	13159	12331
2065	13166	12325
2066	13171	12317
2067	13175	12309
2068	13183	12303
2069	13190	12298
2070	13195	12290
2071	13203	12285
2072	13210	12280
2073	13215	12272
2074	13222	12266
2075	13230	12261
2076	13235	12253
2077	13239	12245
2078	13247	12240
2079	13252	12232
2080	13259	12227
2081	13266	12221
2082	13271	12214
2083	13276	12206
2084	13283	12200
2085	13290	12194
2086	13298	12189
2087	13302	12181
2088	13310	12175
2089	13317	12170
2090	13322	12162
2091	13329	12156
2092	13334	12149
2093	13339	12141
2094	13346	12136
2095	13353	12130
2096	13357	12121
2097	13365	12116
2098	13372	12111
2099	13377	12103
2100	13381	12094
2101	13389	12090
2102	13396	12084
2103	13403	12078
2104	13410	12072
2105	13415	12064
2106	13419	12056
2107	13429	12053
2108	13433	12044
2109	13437	12036
2110	13442	12028
2111	13449	12022
2112	13456	12016
2113	13460	12008
2114	13467	12003
2115	13472	11995
2116	13477	11987
2117	13486	11984
2118	13491	11976
2119	13499	11971
2120	13506	11965
2121	13513	11959
2122	13518	11951
2123	13525	11946
2124	13529	11938
2125	13534	11930
2126	13538	11922
2127	13546	11916
2128	13554	11911
2129	13561	11905
2130	13565	11897
2131	13569	11889
2132	13574	11881
2133	13578	11873
2134	13585	11867
2135	13589	11859
2136	13597	11854
2137	13602	11846
2138	13610	11841
2139	13617	11835
2140	13624	11829
2141	13633	11825
2142	13640	11820
2143	13647	11814
2144	13656	11810
2145	13663	11804
2146	13670	11798
2147	13679	11794
2148	13683	11786
2149	13691	11780
2150	13695	11772
2151	13702	11766
2152	13710	11761
2153	13714	11753
2154	13719	11745
2155	13726	11739
2156	13730	11731
2157	13735	11723
2158	13742	11718
2159	13749	11712
2160	13754	11705
2161	13762	11699
2162	13766	11691
2163	13770	11683
2164	13775	11675
2165	13780	11667
2166	13787	11662
2167	13794	11656
2168	13801	11651
2169	13810	11646
2170	13815	11638
2171	13822	11633
2172	13826	11625
2173	13831	11617
2174	13839	11612
2175	13846	11606
2176	13850	11598
2177	13857	11592
2178	13865	11587
2179	13869	11579
2180	13874	11571
2181	13881	11565
2182	13886	11558
2183	13890	11550
2184	13897	11544
2185	13905	11539
2186	13909	11530
2187	13914	11523
2188	13918	11515
2189	13925	11509
2190	13930	11501
2191	13934	11493
2192	13942	11488
2193	13949	11482
2194	13953	11474
2195	13960	11468
2196	13965	11461
2197	13970	11453
2198	13974	11445
2199	13982	11439
2200	13986	11431
2201	13995	11427
2202	14002	11422
2203	14006	11413
2204	14013	11408
2205	14021	11402
2206	14026	11395
2207	14030	11387
2208	14034	11379
2209	14042	11373
2210	14050	11369
2211	14057	11363
2212	14065	11357
2213	14069	11349
2214	14078	11345
2215	14083	11337
2216	14087	11329
2217	14091	11321
2218	14099	11316
2219	14107	11311
2220	14111	11303
2221	14115	11295
2222	14122	11289
2223	14127	11281
2224	14131	11273
2225	14135	11265
2226	14145	11261
2227	14149	11253
2228	14157	11248
2229	14162	11240
2230	14169	11235
2231	14174	11227
2232	14178	11219
2233	14186	11214
2234	14194	11209
2235	14201	11203
2236	14206	11195
2237	14213	11190
2238	14221	11185
2239	14225	11177
2240	14232	11171
2241	14239	11165
2242	14247	11160
2243	14254	11154
2244	14261	11148
2245	14268	11142
2246	14272	11134
2247	14277	11127
2248	14284	11121
2249	14291	11115
2250	14299	11110
2251	14303	11102
2252	14311	11096
2253	14315	11089
2254	14322	11083
2255	14327	11075
2256	14332	11068
2257	14339	11062
2258	14346	11057
2259	14351	11049
2260	14358	11043
2261	14365	11037
2262	14369	11029
2263	14374	11022
2264	14381	11016
2265	14386	11008
2266	14393	11003
2267	14401	10997
2268	14407	10991
2269	14412	10983
2270	14416	10976
2271	14424	10970
2272	14428	10962
2273	14432	10954
2274	14439	10948
2275	14443	10940
2276	14448	10933
2277	14456	10927
2278	14463	10922
2279	14467	10914
2280	14472	10906
2281	14479	10900
2282	14483	10892
2283	14488	10885
2284	14495	10879
2285	14503	10874
2286	14508	10867
2287	14512	10859
2288	14519	10853
2289	14524	10845
2290	14529	10838
2291	14533	10830
2292	14541	10824
2293	14548	10819
2294	14555	10813
2295	14563	10808
2296	14568	10800
2297	14572	10793
2298	14579	10787
2299	14583	10779
2300	14591	10774
2301	14598	10768
2302	14603	10760
2303	14611	10755
2304	14616	10748
2305	14623	10742
2306	14627	10734
2307	14632	10727
2308	14640	10721
2309	14644	10714
2310	14651	10708
2311	14659	10702
2312	14664	10695
2313	14671	10689
2314	14678	10684
2315	14683	10676
2316	14687	10668
2317	14695	10663
2318	14702	10657
2319	14707	10650
2320	14711	10642
2321	14718	10636
2322	14722	10628
2323	14727	10620
2324	14735	10616
2325	14740	10608
2326	14747	10603
2327	14755	10597
2328	14762	10591
2329	14767	10584
2330	14771	10576
2331	14779	10571
2332	14784	10564
2333	14789	10556
2334	14797	10551
2335	14803	10545
2336	14808	10537
2337	14815	10532
2338	14820	10524
2339	14824	10516
2340	14829	10509
2341	14836	10503
2342	14841	10496
2343	14848	10490
2344	14856	10484
2345	14860	10477
2346	14868	10471
2347	14875	10466
2348	14884	10461
2349	14891	10455
2350	14898	10449
2351	14905	10444
2352	14913	10438
2353	14920	10432
2354	14924	10424
2355	14928	10417
2356	14937	10412
2357	14944	10406
2358	14951	10400
2359	14958	10394
2360	14962	10387
2361	14970	10381
2362	14977	10375
2363	14982	10368
2364	14990	10363
2365	14994	10355
2366	15004	10351
2367	15012	10346
2368	15016	10338
2369	15021	10331
2370	15026	10324
2371	15033	10317
2372	15041	10312
2373	15048	10307
2374	15055	10301
2375	15059	10293
2376	15064	10285
2377	15068	10278
2378	15072	10270
2379	15079	10264
2380	15086	10258
2381	15091	10251
2382	15099	10245
2383	15103	10237
2384	15107	10230
2385	15114	10223
2386	15118	10216
2387	15123	10208
2388	15127	10201
2389	15134	10195
2390	15141	10189
2391	15146	10182
2392	15153	10176
2393	15160	10170
2394	15165	10163
2395	15170	10155
2396	15178	10150
2397	15185	10144
2398	15193	10139
2399	15201	10134
2400	15206	10126
2401	15210	10119
2402	15217	10113
2403	15221	10105
2404	15229	10100
2405	15234	10092
2406	15241	10086
2407	15248	10081
2408	15252	10073
2409	15259	10067
2410	15264	10060
2411	15271	10054
2412	15279	10049
2413	15283	10041
2414	15291	10035
2415	15300	10031
2416	15305	10024
2417	15312	10018
2418	15316	10010
2419	15321	10003
2420	15325	9995
2421	15333	9990
2422	15341	9985
2423	15349	9979
2424	15353	9972
2425	15358	9964
2426	15363	9957
2427	15368	9950
2428	15375	9944
2429	15379	9936
2430	15386	9930
2431	15395	9925
2432	15402	9919
2433	15406	9912
2434	15410	9904
2435	15418	9899
2436	15423	9892
2437	15428	9884
2438	15435	9879
2439	15443	9873
2440	15450	9867
2441	15455	9860
2442	15462	9854
2443	15466	9847
2444	15475	9842
2445	15480	9835
2446	15488	9829
2447	15495	9824
2448	15500	9816
2449	15505	9809
2450	15512	9803
2451	15517	9796
2452	15522	9789
2453	15529	9783
2454	15536	9777
2455	15541	9770
2456	15549	9765
2457	15556	9759
2458	15561	9751
2459	15565	9744
2460	15572	9738
2461	15577	9730
2462	15584	9725
2463	15590	9719
2464	15595	9711
2465	15603	9706
2466	15610	9700
2467	15614	9692
2468	15619	9685
2469	15623	9677
2470	15631	9672
2471	15635	9664
2472	15639	9657
2473	15646	9651
2474	15654	9645
2475	15661	9639
2476	15666	9632
2477	15674	9627
2478	15679	9620
2479	15686	9614
2480	15693	9608
2481	15698	9601
2482	15705	9595
2483	15712	9589
2484	15717	9582
2485	15721	9574
2486	15728	9568
2487	15735	9562
2488	15739	9555
2489	15747	9549
2490	15752	9542
2491	15756	9534
2492	15761	9527
2493	15765	9520
2494	15772	9514
2495	15778	9507
2496	15785	9501
2497	15792	9495
2498	15799	9490
2499	15807	9484
2500	15812	9477
2501	15817	9470
2502	15821	9462
2503	15828	9456
2504	15838	9452
2505	15845	9446
2506	15850	9439
2507	15857	9433
2508	15862	9426
2509	15870	9420
2510	15877	9414
2511	15881	9407
2512	15888	9401
2513	15896	9396
2514	15903	9390
2515	15910	9384
2516	15914	9377
2517	15919	9369
2518	15923	9362
2519	15930	9356
2520	15935	9348
2521	15939	9341
2522	15947	9335
2523	15951	9328
2524	15955	9320
2525	15959	9313
2526	15964	9305
2527	15972	9300
2528	15980	9294
2529	15987	9289
2530	15994	9283
2531	15999	9276
2532	16003	9268
2533	16010	9262
2534	16014	9255
2535	16019	9247
2536	16027	9242
2537	16035	9237
2538	16039	9229
2539	16047	9223
2540	16055	9218
2541	16059	9211
2542	16067	9205
2543	16074	9199
2544	16080	9193
2545	16088	9188
2546	16095	9182
2547	16100	9174
2548	16107	9169
2549	16112	9161
2550	16116	9154
2551	16120	9146
2552	16128	9141
2553	16135	9135
2554	16143	9129
2555	16150	9124
2556	16155	9117
2557	16159	9109
2558	16167	9104
2559	16172	9096
2560	16179	9091
2561	16186	9085
2562	16193	9079
2563	16198	9072
2564	16205	9066
2565	16210	9058
2566	16214	9051
2567	16218	9044
2568	16227	9039
2569	16234	9033
2570	16241	9027
2571	16246	9019
2572	16253	9014
2573	16258	9007
2574	16262	8999
2575	16270	8994
2576	16274	8986
2577	16282	8981
2578	16289	8975
2579	16294	8968
2580	16301	8962
2581	16309	8957
2582	16314	8949
2583	16318	8942
2584	16325	8936
2585	16333	8931
2586	16340	8925
2587	16348	8919
2588	16352	8912
2589	16357	8904
2590	16362	8897
2591	16369	8892
2592	16376	8886
2593	16383	8880
2594	16391	8874
2595	16398	8868
2596	16402	8861
2597	16410	8855
2598	16414	8848
2599	16419	8841
2600	16426	8835
2601	16430	8827
2602	16438	8822
2603	16443	8815
2604	16450	8809
2605	16454	8801
2606	16462	8796
2607	16470	8790
2608	16474	8783
2609	16482	8777
2610	16489	8771
2611	16497	8766
2612	16504	8760
2613	16508	8753
2614	16513	8746
2615	16517	8738
2616	16525	8733
2617	16533	8727
2618	16540	8721
2619	16547	8716
2620	16552	8709
2621	16557	8701
2622	16565	8696
2623	16573	8690
2624	16577	8683
2625	16584	8677
2626	16591	8671
2627	16598	8665
2628	16606	8659
2629	16610	8652
2630	16615	8645
2631	16622	8639
2632	16627	8632
2633	16632	8625
2634	16641	8620
2635	16649	8615
2636	16656	8609
2637	16664	8603
2638	16672	8598
2639	16679	8592
2640	16686	8586
2641	16690	8579
2642	16698	8573
2643	16702	8566
2644	16709	8560
2645	16717	8554
2646	16724	8548
2647	16729	8541
2648	16739	8537
2649	16746	8531
2650	16750	8523
2651	16755	8516
2652	16759	8509
2653	16767	8503
2654	16774	8497
2655	16781	8491
2656	16788	8485
2657	16793	8478
2658	16800	8473
2659	16807	8466
2660	16811	8459
2661	16815	8452
2662	16822	8446
2663	16827	8438
2664	16834	8433
2665	16841	8427
2666	16846	8419
2667	16850	8412
2668	16855	8405
2669	16860	8398
2670	16867	8392
2671	16872	8385
2672	16879	8379
2673	16886	8373
2674	16891	8366
2675	16898	8360
2676	16906	8355
2677	16911	8348
2678	16915	8341
2679	16922	8335
2680	16930	8329
2681	16937	8323
2682	16945	8317
2683	16949	8310
2684	16954	8303
2685	16962	8298
2686	16970	8292
2687	16974	8285
2688	16981	8279
2689	16989	8273
2690	16994	8266
2691	17001	8260
2692	17008	8254
2693	17013	8247
2694	17017	8240
2695	17025	8235
2696	17033	8229
2697	17040	8223
2698	17045	8216
2699	17050	8209
2700	17057	8203
2701	17061	8196
2702	17068	8190
2703	17077	8184
2704	17081	8177
2705	17089	8171
2706	17096	8166
2707	17103	8160
2708	17108	8153
2709	17112	8145
2710	17120	8140
2711	17127	8134
2712	17131	8127
2713	17139	8121
2714	17144	8114
2715	17148	8107
2716	17153	8099
2717	17162	8094
2718	17166	8087
2719	17174	8082
2720	17181	8076
2721	17189	8070
2722	17193	8063
2723	17197	8055
2724	17204	8049
2725	17209	8042
2726	17213	8035
2727	17221	8029
2728	17226	8023
2729	17234	8017
2730	17241	8011
2731	17246	8004
2732	17251	7997
2733	17258	7991
2734	17263	7984
2735	17271	7979
2736	17279	7973
2737	17287	7967
2738	17294	7962
2739	17302	7956
2740	17307	7949
2741	17314	7943
2742	17321	7937
2743	17328	7931
2744	17333	7924
2745	17341	7919
2746	17348	7913
2747	17352	7906
2748	17360	7900
2749	17365	7893
2750	17372	7887
2751	17379	7881
2752	17387	7875
2753	17394	7869
2754	17401	7863
2755	17408	7858
2756	17414	7851
2757	17421	7845
2758	17425	7838
2759	17432	7832
2760	17441	7826
2761	17445	7819
2762	17452	7813
2763	17459	7807
2764	17467	7801
2765	17472	7794
2766	17478	7788
2767	17485	7782
2768	17489	7775
2769	17497	7769
2770	17502	7762
2771	17506	7755
2772	17511	7748
2773	17518	7742
2774	17526	7736
2775	17533	7730
2776	17537	7723
2777	17541	7716
2778	17546	7709
2779	17554	7703
2780	17558	7696
2781	17566	7690
2782	17573	7684
2783	17581	7679
2784	17588	7673
2785	17592	7665
2786	17600	7660
2787	17604	7653
2788	17609	7646
2789	17613	7639
2790	17621	7633
2791	17625	7625
2792	17632	7620
2793	17639	7614
2794	17644	7606
2795	17651	7601
2796	17660	7595
2797	17664	7588
2798	17672	7582
2799	17680	7577
2800	17685	7570
2801	17690	7563
2802	17696	7557
2803	17701	7550
2804	17705	7543
2805	17710	7536
2806	17717	7530
2807	17724	7523
2808	17732	7518
2809	17737	7511
2810	17744	7505
2811	17748	7498
2812	17758	7493
2813	17762	7486
2814	17770	7480
2815	17777	7474
2816	17781	7467
2817	17789	7461
2818	17793	7454
2819	17800	7448
2820	17808	7442
2821	17815	7436
2822	17819	7429
2823	17824	7422
2824	17831	7416
2825	17839	7411
2826	17844	7403
2827	17848	7396
2828	17855	7390
2829	17859	7383
2830	17864	7376
2831	17872	7371
2832	17879	7365
2833	17884	7358
2834	17889	7351
2835	17896	7345
2836	17901	7338
2837	17906	7331
2838	17914	7326
2839	17921	7320
2840	17926	7313
2841	17933	7307
2842	17940	7300
2843	17944	7293
2844	17948	7286
2845	17956	7280
2846	17960	7273
2847	17970	7269
2848	17977	7263
2849	17985	7257
2850	17990	7250
2851	17997	7244
2852	18002	7237
2853	18007	7230
2854	18014	7224
2855	18019	7217
2856	18026	7211
2857	18033	7205
2858	18037	7198
2859	18042	7191
2860	18046	7184
2861	18054	7178
2862	18058	7171
2863	18065	7165
2864	18069	7158
2865	18077	7152
2866	18084	7146
2867	18092	7141
2868	18097	7134
2869	18102	7127
2870	18109	7121
2871	18117	7115
2872	18122	7108
2873	18129	7102
2874	18137	7097
2875	18142	7090
2876	18147	7083
2877	18154	7077
2878	18162	7071
2879	18166	7064
2880	18173	7058
2881	18181	7053
2882	18188	7047
2883	18195	7040
2884	18199	7033
2885	18208	7028
2886	18213	7021
2887	18220	7015
2888	18227	7009
2889	18232	7002
2890	18239	6996
2891	18244	6989
2892	18251	6983
2893	18256	6977
2894	18265	6971
2895	18272	6965
2896	18279	6959
2897	18286	6953
2898	18294	6947
2899	18298	6940
2900	18303	6933
2901	18310	6928
2902	18318	6922
2903	18322	6915
2904	18329	6909
2905	18334	6902
2906	18338	6895
2907	18346	6889
2908	18350	6882
2909	18355	6875
2910	18359	6868
2911	18369	6863
2912	18376	6857
2913	18386	6852
2914	18394	6846
2915	18399	6839
2916	18406	6833
2917	18411	6827
2918	18419	6821
2919	18426	6815
2920	18431	6808
2921	18438	6802
2922	18443	6795
2923	18450	6789
2924	18455	6782
2925	18462	6776
2926	18467	6769
2927	18475	6764
2928	18483	6758
2929	18490	6752
2930	18497	6746
2931	18502	6739
2932	18509	6733
2933	18516	6727
2934	18520	6720
2935	18529	6714
2936	18534	6708
2937	18541	6702
2938	18546	6695
2939	18553	6689
2940	18561	6683
2941	18568	6677
2942	18573	6670
2943	18581	6665
2944	18585	6658
2945	18592	6651
2946	18599	6645
2947	18606	6639
2948	18614	6634
2949	18621	6628
2950	18628	6622
2951	18633	6615
2952	18642	6609
2953	18649	6603
2954	18654	6596
2955	18661	6590
2956	18669	6585
2957	18676	6579
2958	18680	6572
2959	18687	6565
2960	18692	6558
2961	18696	6552
2962	18701	6545
2963	18709	6539
2964	18716	6533
2965	18723	6527
2966	18732	6521
2967	18737	6515
2968	18741	6508
2969	18748	6502
2970	18753	6495
2971	18761	6489
2972	18769	6483
2973	18776	6477
2974	18785	6472
2975	18789	6465
2976	18794	6458
2977	18801	6452
2978	18809	6446
2979	18814	6439
2980	18821	6433
2981	18828	6427
2982	18832	6420
2983	18837	6413
2984	18844	6407
2985	18850	6401
2986	18858	6395
2987	18863	6388
2988	18871	6382
2989	18880	6377
2990	18888	6371
2991	18893	6365
2992	18900	6359
2993	18907	6353
2994	18915	6347
2995	18922	6341
2996	18929	6335
2997	18933	6328
2998	18940	6322
2999	18945	6315
3000	18950	6308
3001	18955	6301
3002	18962	6295
3003	18969	6289
3004	18977	6283
3005	18984	6277
3006	18989	6270
3007	18994	6264
3008	18999	6257
3009	19006	6251
3010	19010	6244
3011	19018	6238
3012	19026	6232
3013	19030	6225
3014	19035	6218
3015	19042	6212
3016	19047	6205
3017	19051	6199
3018	19056	6192
3019	19063	6186
3020	19070	6180
3021	19074	6173
3022	19079	6166
3023	19086	6160
3024	19091	6153
3025	19095	6146
3026	19104	6140
3027	19111	6134
3028	19116	6128
3029	19123	6121
3030	19127	6115
3031	19132	6108
3032	19137	6101
3033	19143	6095
3034	19148	6088
3035	19153	6081
3036	19162	6076
3037	19169	6070
3038	19177	6064
3039	19183	6058
3040	19188	6051
3041	19196	6045
3042	19201	6038
3043	19208	6032
3044	19216	6026
3045	19223	6020
3046	19227	6013
3047	19232	6006
3048	19236	6000
3049	19245	5994
3050	19250	5987
3051	19257	5981
3052	19265	5976
3053	19273	5970
3054	19278	5963
3055	19285	5957
3056	19292	5951
3057	19297	5944
3058	19305	5938
3059	19312	5932
3060	19320	5926
3061	19324	5919
3062	19328	5912
3063	19333	5906
3064	19337	5899
3065	19346	5893
3066	19350	5886
3067	19358	5880
3068	19366	5874
3069	19373	5868
3070	19380	5862
3071	19388	5857
3072	19393	5850
3073	19400	5844
3074	19408	5838
3075	19413	5831
3076	19420	5825
3077	19427	5819
3078	19431	5812
3079	19436	5805
3080	19445	5800
3081	19449	5793
3082	19454	5786
3083	19461	5780
3084	19469	5774
3085	19473	5767
3086	19478	5760
3087	19485	5754
3088	19489	5747
3089	19494	5741
3090	19501	5735
3091	19508	5729
3092	19513	5722
3093	19521	5716
3094	19528	5710
3095	19533	5703
3096	19538	5696
3097	19545	5690
3098	19550	5684
3099	19554	5677
3100	19562	5671
3101	19569	5665
3102	19573	5658
3103	19580	5652
3104	19587	5645
3105	19591	5639
3106	19599	5633
3107	19606	5627
3108	19611	5620
3109	19620	5614
3110	19624	5607
3111	19629	5601
3112	19636	5595
3113	19643	5588
3114	19647	5582
3115	19655	5576
3116	19662	5570
3117	19669	5563
3118	19676	5557
3119	19680	5550
3120	19688	5545
3121	19693	5538
3122	19700	5532
3123	19707	5526
3124	19711	5519
3125	19718	5513
3126	19725	5507
3127	19730	5500
3128	19734	5493
3129	19741	5487
3130	19746	5480
3131	19753	5474
3132	19760	5468
3133	19768	5462
3134	19772	5455
3135	19780	5449
3136	19784	5442
3137	19789	5436
3138	19798	5430
3139	19804	5424
3140	19809	5417
3141	19815	5411
3142	19823	5405
3143	19828	5398
3144	19837	5393
3145	19842	5386
3146	19847	5379
3147	19851	5372
3148	19858	5366
3149	19865	5360
3150	19870	5353
3151	19878	5347
3152	19885	5341
3153	19889	5335
3154	19897	5329
3155	19902	5322
3156	19909	5316
3157	19916	5310
3158	19923	5304
3159	19927	5297
3160	19931	5290
3161	19939	5284
3162	19943	5277
3163	19948	5270
3164	19955	5264
3165	19962	5258
3166	19970	5252
3167	19977	5246
3168	19981	5239
3169	19985	5232
3170	19990	5226
3171	19997	5219
3172	20004	5213
3173	20009	5207
3174	20013	5200
3175	20020	5194
3176	20024	5187
3177	20029	5180
3178	20038	5175
3179	20042	5168
3180	20049	5162
3181	20054	5155
3182	20061	5149
3183	20068	5143
3184	20073	5136
3185	20080	5130
3186	20087	5124
3187	20092	5117
3188	20099	5111
3189	20106	5105
3190	20110	5098
3191	20117	5092
3192	20122	5085
3193	20126	5078
3194	20133	5072
3195	20137	5065
3196	20141	5059
3197	20146	5052
3198	20154	5046
3199	20161	5040
3200	20165	5033
3201	20172	5027
3202	20179	5021
3203	20184	5014
3204	20188	5007
3205	20195	5001
3206	20202	4995
3207	20206	4988
3208	20214	4982
3209	20221	4976
3210	20226	4969
3211	20230	4963
3212	20239	4957
3213	20244	4950
3214	20249	4944
3215	20256	4938
3216	20264	4932
3217	20269	4925
3218	20273	4918
3219	20281	4912
3220	20285	4906
3221	20290	4899
3222	20298	4893
3223	20306	4887
3224	20313	4881
3225	20317	4874
3226	20322	4868
3227	20326	4861
3228	20334	4855
