iter	F1	Logloss
881	0.7933628684	0.3260345413
882	0.7933015618	0.3259979445
883	0.7933541361	0.3259443279
884	0.793418446	0.3258981776
885	0.7934972236	0.325857877
886	0.7934703043	0.3258262773
887	0.7935120617	0.3257545534
888	0.7935056	0.3257091674
889	0.7936249367	0.3256708657
890	0.7936799701	0.3256074606
891	0.7936771772	0.3255415862
892	0.7936901086	0.3254839131
893	0.7937655819	0.3254226539
894	0.7938777532	0.3253502538
895	0.793970513	0.3253063376
896	0.7939499351	0.3251957828
897	0.7940205187	0.3251533364
898	0.7940407593	0.3251124772
899	0.7941411217	0.3250700014
900	0.7941123044	0.3250297596
901	0.7941100377	0.3249972486
902	0.7941323792	0.32494519
903	0.7941479202	0.324904566
904	0.7942136523	0.3248654412
905	0.7941803049	0.3248044759
906	0.7942973523	0.324726138
907	0.794427657	0.3246842207
908	0.794560354	0.3246537674
909	0.7944768226	0.3245750769
910	0.7945784425	0.3245434478
911	0.7946622644	0.3245052636
912	0.7947216658	0.3244426227
913	0.7949227239	0.3243884183
914	0.7950522453	0.3243454133
915	0.7950258611	0.3242813027
916	0.7950277064	0.3242354758
917	0.7950457514	0.3241855042
918	0.7951556636	0.3241300357
919	0.7951622932	0.3241007876
920	0.795149034	0.3240506691
921	0.7951555304	0.3239957297
922	0.7952084342	0.3239416722
923	0.7952063123	0.3238854983
924	0.7952895859	0.3238443158
925	0.795274074	0.3238167432
926	0.7953599965	0.3237799994
927	0.7954831858	0.3237304981
928	0.7954211497	0.3236932546
929	0.7955297057	0.3236562462
930	0.7955339603	0.3236247641
931	0.7956069835	0.3235886964
932	0.7955828464	0.323566415
933	0.7956068626	0.3235328164
934	0.7956397572	0.3234750845
935	0.7957500426	0.3234182051
936	0.7958160699	0.3233697914
937	0.7957236553	0.3233480685
938	0.7957171468	0.3232961568
939	0.7958560511	0.3232410411
940	0.7960123459	0.3231997704
941	0.7960185318	0.3231374235
942	0.7960425677	0.3230938601
943	0.7960491925	0.3230714316
944	0.7960846671	0.323002706
945	0.7961551793	0.3229836286
946	0.7961749446	0.3229608474
947	0.7962389344	0.3229230454
948	0.7963714779	0.3228397986
949	0.7964132468	0.3228049655
950	0.7964262923	0.3227341822
951	0.7964857847	0.3226872971
952	0.796543036	0.32262204
953	0.7965758549	0.3225814161
954	0.7966155776	0.3225254185
955	0.7965802373	0.3224964644
956	0.7966156707	0.3224705085
957	0.7965581365	0.3224236234
958	0.7966532444	0.3223933759
959	0.7967279309	0.3223429634
960	0.7968070944	0.3222928742
961	0.7968070065	0.3222563656
962	0.7968535123	0.3222135958
963	0.7968400147	0.3221760289
964	0.796873109	0.3221353461
965	0.7969038817	0.3221041874
966	0.7968775786	0.3220611824
967	0.79696783	0.3220180011
968	0.7969543426	0.3219814924
969	0.7969500421	0.321945748
970	0.7969567442	0.3219058589
971	0.7970296213	0.3218508314
972	0.797139478	0.321742393
973	0.7972341865	0.321693656
974	0.7972319557	0.3216512978
975	0.7973661338	0.3216124081
976	0.7973705924	0.3215850119
977	0.7973880659	0.3215302195
978	0.7974254593	0.3214749568
979	0.7975134778	0.3214310112
980	0.7975287995	0.3213895054
981	0.7975794251	0.3213406214
982	0.7976104033	0.3213099624
983	0.7976831556	0.321281067
984	0.797705221	0.3212531711
985	0.7977934099	0.3212061391
986	0.7978483505	0.3211496712
987	0.7978704096	0.3211199234
988	0.7979409678	0.3210735968
989	0.7979936863	0.3210369705
990	0.7980223503	0.3209988745
991	0.7981323933	0.3209276209
992	0.7981565604	0.3208775611
993	0.7982731122	0.3208399061
994	0.798334809	0.320779411
995	0.7984360565	0.320724942
996	0.7985615071	0.3206748822
997	0.7986671286	0.3206227354
998	0.7987156155	0.3205881668
999	0.7987112594	0.3205560086
1000	0.7988234647	0.3204638257
1001	0.7988850159	0.3203990096
1002	0.7989289406	0.3203713783
1003	0.7989091589	0.3203389262
1004	0.7989157627	0.3203147634
1005	0.7989179143	0.3202747568
1006	0.7990125194	0.320242481
1007	0.7990829169	0.3202026507
1008	0.7991467323	0.3201712568
1009	0.7992017109	0.320080867
1010	0.7992457353	0.3200395081
1011	0.799239134	0.3200104658
1012	0.7993051242	0.3199732811
1013	0.7992809275	0.319929747
1014	0.7992853412	0.3198776296
1015	0.7993315265	0.3197946179
1016	0.7994107268	0.3197376503
1017	0.7994502927	0.3196907946
1018	0.7994942971	0.3196584894
1019	0.7995140801	0.3196043731
1020	0.7995888438	0.319571774
1021	0.799505277	0.3195428787
1022	0.79954924	0.3194906143
1023	0.799505277	0.3194390554
1024	0.7995295075	0.3194091018
1025	0.7994569668	0.3193708
1026	0.7995119029	0.3193364372
1027	0.7995448824	0.3192661536
1028	0.7995844715	0.3192336427
1029	0.7996064464	0.3191987214
1030	0.7996372231	0.3191534236
1031	0.7998373018	0.3191083316
1032	0.7998460947	0.3190800829
1033	0.7998460904	0.3190473956
1034	0.7998680811	0.3190089175
1035	0.7999670194	0.3189454242
1036	0.8000219901	0.3189102677
1037	0.8000527754	0.3188741412
1038	0.8001165373	0.3188131171
1039	0.8000923564	0.3187771081
1040	0.8001209356	0.318741981
1041	0.8001780983	0.3187083237
1042	0.8002660554	0.3186591458
1043	0.8002704248	0.318630368
1044	0.8003034034	0.3185656401
1045	0.800338549	0.3185293666
1046	0.8003319739	0.318453204
1047	0.800362757	0.3184183415
1048	0.8003671661	0.3183665768
1049	0.800367156	0.3183301269
1050	0.8003715449	0.3182862107
1051	0.8003803431	0.3182506721
1052	0.8003979399	0.3182192194
1053	0.8004704382	0.3181780957
1054	0.8005517636	0.3181105165
1055	0.8006397116	0.3180710095
1056	0.8006770868	0.3180020487
1057	0.8008419618	0.3179094249
1058	0.800809009	0.3178746799
1059	0.8007716745	0.3178322629
1060	0.800833228	0.3177966655
1061	0.800883667	0.3177564236
1062	0.8008331364	0.3177246182
1063	0.8008682988	0.3176692379
1064	0.8008770291	0.317629437
1065	0.800949534	0.3175919583
1066	0.8009385956	0.317544162
1067	0.8009737815	0.3174867828
1068	0.8010990521	0.3174483929
1069	0.8010771302	0.3173992149
1070	0.8011342404	0.3173648815
1071	0.801191379	0.3172939513
1072	0.8011759534	0.3172555613
1073	0.8012023696	0.3172209339
1074	0.8012990653	0.3171878939
1075	0.8013297799	0.3171462411
1076	0.8013848056	0.3171072339
1077	0.8014440433	0.3170680209
1078	0.8015033132	0.3170332171
1079	0.8014703458	0.3169946802
1080	0.8014505893	0.3169534683
1081	0.8014967691	0.316915049
1082	0.8016087117	0.3168839196
1083	0.8016877174	0.3168205439
1084	0.8017140974	0.3167684853
1085	0.8017492872	0.3167362683
1086	0.8018217478	0.3166897653
1087	0.8018766859	0.3166660435
1088	0.8018505088	0.3166294466
1089	0.8018593202	0.3165989052
1090	0.8019318894	0.3165243887
1091	0.8019429853	0.3164897907
1092	0.8018968492	0.3164599842
1093	0.8020285046	0.3164007531
1094	0.8019955386	0.3163713581
1095	0.8020065273	0.3163438737
1096	0.8021162393	0.3162256468
1097	0.8021096583	0.3161812309
1098	0.8021624829	0.3161260269
1099	0.8022636119	0.3160825223
1100	0.802289745	0.3160413398
1101	0.8023185539	0.3160021562
1102	0.8022415735	0.315968881
1103	0.8022151899	0.3159407793
1104	0.8022326971	0.3159152938
1105	0.8023645493	0.3158720537
1106	0.8024326462	0.3158254919
1107	0.8023994858	0.315800947
1108	0.8025248863	0.3157521806
1109	0.8026586833	0.3157064713
1110	0.8027598027	0.3156493861
1111	0.8027574085	0.3156293387
1112	0.8028517131	0.3155979154
1113	0.8028910845	0.3155690201
1114	0.8029173829	0.3155468562
1115	0.8030468617	0.3155057913
1116	0.8030293045	0.3154710757
1117	0.803084223	0.3154343907
1118	0.8031435523	0.3154067594
1119	0.8031434659	0.3153742778
1120	0.8032971438	0.3153402971
1121	0.8033563792	0.3152976449
1122	0.8034483705	0.3152491431
1123	0.8034768094	0.3152188662
1124	0.8034745558	0.3151903236
1125	0.803531621	0.3151603112
1126	0.8034873124	0.3151255075
1127	0.8034655422	0.3151061655
1128	0.8034699536	0.3150549593
1129	0.8035664286	0.3150098379
1130	0.8035203496	0.314970184
1131	0.8035377048	0.314933646
1132	0.8036648496	0.3148792063
1133	0.8036979902	0.3148508695
1134	0.8037875669	0.3147911093
1135	0.8038336343	0.3147482513
1136	0.8038619448	0.3147066867
1137	0.8038645221	0.3146756162
1138	0.8039323314	0.3146422528
1139	0.8039892639	0.3145938097
1140	0.804061248	0.3145476889
1141	0.8040897641	0.3145085641
1142	0.8040811622	0.3144782578
1143	0.804103341	0.3144430131
1144	0.8041273326	0.3144138238
1145	0.8041402323	0.3143724944
1146	0.8041887805	0.314331694
1147	0.8042397163	0.3142906585
1148	0.804224092	0.314259147
1149	0.8043052301	0.3142254897
1150	0.8043357756	0.3141989754
1151	0.8044036617	0.3141521784
1152	0.804394953	0.314121196
1153	0.8044211994	0.3140628469
1154	0.8044519815	0.3140313354
1155	0.8045854644	0.3139805407
1156	0.8046402134	0.3139493526
1157	0.8046183901	0.313895442
1158	0.8047083356	0.3138399148
1159	0.8047060631	0.3138075802
1160	0.8048108683	0.3137579026
1161	0.8048983891	0.3136892357
1162	0.8049026708	0.3136438498
1163	0.8049943221	0.3136135435
1164	0.8049133741	0.3135416432
1165	0.8049508427	0.3135123069
1166	0.8048979861	0.3134828824
1167	0.8049216659	0.31343538
1168	0.8050377944	0.3133873485
1169	0.8051168684	0.3133544848
1170	0.8052371184	0.3133122735
1171	0.8052111903	0.3132791453
1172	0.8051846895	0.3132428718
1173	0.8051933805	0.3131888143
1174	0.8052005047	0.3131534815
1175	0.8052137563	0.3131105353
1176	0.8052134703	0.3130914873
1177	0.8053058023	0.3130501872
1178	0.8052754584	0.3129846951
1179	0.8052818679	0.3129504498
1180	0.8052908485	0.3129120599
1181	0.8053522641	0.3128715241
1182	0.8054505658	0.3128293716
1183	0.805524777	0.312784162
1184	0.8056143661	0.3127306924
1185	0.80565778	0.3126636129
1186	0.8057059182	0.3126371867
1187	0.8057018121	0.3126085559
1188	0.8056995245	0.3125745459
1189	0.8056952618	0.3125294538
1190	0.8056888674	0.3124946795
1191	0.8057304579	0.3124656666
1192	0.8057892485	0.31242857
1193	0.8058486717	0.3123941484
1194	0.805833443	0.3123520253
1195	0.8059765349	0.3123104901
1196	0.8060294231	0.3122689549
1197	0.8060451466	0.3122270375
1198	0.8062116707	0.3121587234
1199	0.8062005299	0.3121031668
1200	0.8061961077	0.312075359
1201	0.8062709475	0.3120311489
1202	0.8063542912	0.3119705069
1203	0.8063452709	0.311926767
1204	0.8063891525	0.3118674772
1205	0.8064089695	0.3118113327
1206	0.8064438277	0.3117791745
1207	0.8065091126	0.3117030707
1208	0.8066141991	0.3116367848
1209	0.8066796457	0.3116004231
1210	0.8067346715	0.3115604165
1211	0.8066931012	0.3115319327
1212	0.8068216714	0.3114980108
1213	0.8068676588	0.3114597678
1214	0.8069199978	0.3113983615
1215	0.8068855462	0.3113576788
1216	0.8069507808	0.3113014167
1217	0.8069902231	0.311272051
1218	0.8069702154	0.3112512099
1219	0.8070244694	0.3111813673
1220	0.8069875317	0.3111511197
1221	0.8070308174	0.3111046168
1222	0.8070898734	0.3110770442
1223	0.807181427	0.3110081716
1224	0.8072600892	0.310964226
1225	0.8072641163	0.3109271294
1226	0.807310081	0.3108705733
1227	0.8072858427	0.3108398555
1228	0.8073298946	0.3107776556
1229	0.8074018044	0.3107185421
1230	0.8073931561	0.3106987886
1231	0.8074517821	0.3106578707
1232	0.8074802416	0.3106039602
1233	0.8075198685	0.3105592797
1234	0.8075506446	0.3105016066
1235	0.8076117816	0.3104638046
1236	0.8075875412	0.310420829
1237	0.807631178	0.3103866426
1238	0.8076315963	0.3103567184
1239	0.8076954699	0.3103161532
1240	0.8076935726	0.3102847887
1241	0.8077656706	0.3102599205
1242	0.8077743125	0.3102320246
1243	0.8078139474	0.3101929291
1244	0.8077857014	0.3101695601
1245	0.80781584	0.310128407
1246	0.807958781	0.3100873127
1247	0.8079975446	0.3100497164
1248	0.8081379416	0.309995218
1249	0.8080668585	0.3099622662
1250	0.8081450146	0.3099457167
1251	0.8081846478	0.3099094726
1252	0.8082676691	0.3098751686
1253	0.8083539295	0.3098281953
1254	0.8083973105	0.3098047381
1255	0.8084234291	0.3097774594
1256	0.8084343885	0.3097043539
1257	0.8084677309	0.3096627599
1258	0.8085374541	0.3095933288
1259	0.8086314221	0.3095634047
1260	0.8086470492	0.309525779
1261	0.8086099756	0.3094857723
1262	0.8086801655	0.3094126962
1263	0.8087435886	0.3093647235
1264	0.8087524522	0.3093254517
1265	0.8087734102	0.3092920883
1266	0.8088300559	0.3092626051
1267	0.8087783227	0.309220188
1268	0.8088829956	0.3091953786
1269	0.8088414985	0.3091394692
1270	0.8088065271	0.3091051358
1271	0.8089161155	0.3090768577
1272	0.8089380332	0.309052548
1273	0.8088904963	0.309027621
1274	0.8089790372	0.3090043989
1275	0.8089853167	0.3089771203
1276	0.8090184368	0.3089450209
1277	0.8090930509	0.3089103935
1278	0.8090559918	0.3088533083
1279	0.8091674155	0.3088238545
1280	0.8092201146	0.3087497202
1281	0.809255079	0.3087280854
1282	0.8093242392	0.3087017768
1283	0.8092743968	0.3086785841
1284	0.8092522284	0.3086480721
1285	0.8093367735	0.3085846963
1286	0.8093417189	0.3085510684
1287	0.8092736347	0.3085267881
1288	0.8093803409	0.3084562693
1289	0.8094053711	0.3084210834
1290	0.8094575495	0.3083776082
1291	0.8094857243	0.3083456851
1292	0.8095931984	0.3082801636
1293	0.8096498003	0.3082532671
1294	0.8096604915	0.3081935951
1295	0.8096936232	0.3081696382
1296	0.8097789172	0.3081344523
1297	0.8097901408	0.3081065858
1298	0.8098031804	0.308071782
1299	0.8098582291	0.308049089
1300	0.8098600422	0.3080095527
1301	0.8098795999	0.3079826268
1302	0.8099192568	0.3079018198
1303	0.8100564167	0.3078249224
1304	0.8100697278	0.3077730989
1305	0.8100892808	0.3077406761
1306	0.8100851199	0.307711428
1307	0.8101002355	0.3076887351
1308	0.8100561413	0.3076612507
1309	0.8100733373	0.3076378228
1310	0.8101544528	0.3075900559
1311	0.8101716451	0.3075363511
1312	0.8101340694	0.3074920528
1313	0.8101977107	0.3074630986
1314	0.8103226372	0.3074240326
1315	0.8103818433	0.307379793
1316	0.8104537937	0.3073245009
1317	0.8104446306	0.3072896972
1318	0.8105115596	0.3072397256
1319	0.810575196	0.3071885488
1320	0.8106406164	0.3071560673
1321	0.8106554235	0.3071053902
1322	0.8107098858	0.3070758776
1323	0.8107297148	0.3070451597
1324	0.8107368144	0.3070015669
1325	0.8108152504	0.306952242
1326	0.810909967	0.3069178498
1327	0.8108744456	0.3068850449
1328	0.8108324162	0.3068521518
1329	0.8108892405	0.3068292825
1330	0.8108649708	0.3067996816
1331	0.8109271306	0.3067668474
1332	0.8109730055	0.306690773
1333	0.8110230185	0.3066604667
1334	0.8110295285	0.3066248986
1335	0.8110736344	0.3065890661
1336	0.8111695138	0.3065458847
1337	0.8112133158	0.306516813
1338	0.8112976163	0.3064778646
1339	0.8112999918	0.3064480286
1340	0.8112790188	0.306407875
1341	0.8113150734	0.3063894443
1342	0.8113195152	0.3063487027
1343	0.8114023562	0.3063195722
1344	0.8115008978	0.3062661614
1345	0.8114183725	0.3062198348
1346	0.8114296351	0.3061909689
1347	0.8114813781	0.3061568706
1348	0.8115446941	0.306131679
1349	0.8115734151	0.3061075457
1350	0.8116976608	0.306062777
1351	0.8117985832	0.3060076907
1352	0.8117842832	0.305950194
1353	0.8118417307	0.3058840845
1354	0.8119447106	0.3058319377
1355	0.8118769605	0.3057882566
1356	0.8119317031	0.3057529237
1357	0.8119680109	0.3057271443
1358	0.81195056	0.305660976
1359	0.8119714725	0.3056191469
1360	0.8120303221	0.3055624732
1361	0.8121175634	0.305530609
1362	0.812003656	0.3055057113
1363	0.812066616	0.3054803728
1364	0.812152126	0.3054368387
1365	0.8121302342	0.3054059445
1366	0.8121490724	0.3053775489
1367	0.8121716862	0.3053350143
1368	0.8121915185	0.3052845136
1369	0.8122934495	0.3052356296
1370	0.8123126081	0.3051931243
1371	0.8123242249	0.3051732533
1372	0.8124309241	0.3051382438
1373	0.8124357094	0.3051173733
1374	0.8124582772	0.3050817465
1375	0.8124743492	0.3050387121
1376	0.8125543755	0.3050082294
1377	0.812646716	0.3049841843
1378	0.812723323	0.3049468526
1379	0.81278214	0.3049064932
1380	0.8128012782	0.3048744525
1381	0.8128046745	0.304831477
1382	0.8128255066	0.3047937631
1383	0.8128111698	0.304747995
1384	0.8128286072	0.3047172478
1385	0.812888118	0.3046581931
1386	0.8128877655	0.3046369699
1387	0.8129616054	0.3045962871
1388	0.8129068966	0.3045326762
1389	0.8129076027	0.3044913762
1390	0.8130091086	0.3044581598
1391	0.8129845544	0.3044311751
1392	0.8130713805	0.304397165
1393	0.813103237	0.3043551007
1394	0.8131237962	0.3043164756
1395	0.8131275272	0.3042980155
1396	0.8131384705	0.3042446047
1397	0.8133545623	0.3041978078
1398	0.8133887001	0.3041487768
1399	0.8133319473	0.30410489
1400	0.8134000088	0.3040304911
1401	0.8134061341	0.3040062108
1402	0.8134263439	0.3039762279
1403	0.8134526793	0.3039482732
1404	0.8135248256	0.3039206712
1405	0.813537438	0.3038927753
1406	0.8136099531	0.3038446556
1407	0.8135511615	0.3038257252
1408	0.8135856572	0.3037956834
1409	0.813561733	0.3037490041
1410	0.8136314646	0.3037192269
1411	0.8136079135	0.303691184
1412	0.8136605863	0.3036640818
1413	0.8137583158	0.3036350101
1414	0.813884406	0.3035935337
1415	0.8138782968	0.3035561725
1416	0.8138434353	0.3035153134
1417	0.8138827494	0.3034781875
1418	0.8139148131	0.3034562881
1419	0.8139025965	0.3034317727
1420	0.8138985239	0.3034074042
1421	0.8139751179	0.3033778033
1422	0.8139573053	0.303352259
1423	0.8140059087	0.303327479
1424	0.8140537465	0.3032682774
1425	0.8141056501	0.3032428507
1426	0.8142337463	0.303204108
1427	0.8141888196	0.3031394682
1428	0.8142714931	0.3031012547
1429	0.8142585219	0.3030463153
1430	0.8142650075	0.3030143629
1431	0.8142820419	0.3029727689
1432	0.8142804008	0.3029072767
1433	0.8142804008	0.3028590982
1434	0.8143209525	0.3028313787
1435	0.8142844641	0.3027987208
1436	0.8144303396	0.3027539521
1437	0.814452217	0.3027089483
1438	0.8145413577	0.3026610637
1439	0.8146041607	0.3026277591
1440	0.8146625032	0.302590251
1441	0.8146697876	0.3025483631
1442	0.8147135388	0.302520526
1443	0.8147945595	0.3024840761
1444	0.8147909124	0.3024429524
1445	0.8148532991	0.3024070023
1446	0.8148938032	0.3023567367
1447	0.8149201332	0.3023193462
1448	0.8148609926	0.3022769292
1449	0.814907172	0.3022560881
1450	0.8148593741	0.3022354821
1451	0.8149630626	0.3022067044
1452	0.8149650862	0.3021818068
1453	0.8150068079	0.3021389488
1454	0.8150392056	0.3020769252
1455	0.8150351275	0.302030775
1456	0.8150521292	0.3020031436
1457	0.8151221912	0.301967752
1458	0.8152088345	0.3019158991
1459	0.815206814	0.3018942643
1460	0.8152206003	0.3018614595
1461	0.8152469261	0.3018363267
1462	0.8153141333	0.3018174551
1463	0.8153404587	0.3017945269
1464	0.8153331438	0.3017566073
1465	0.8153825129	0.301715807
1466	0.815465518	0.3016784459
1467	0.8154262443	0.3016538128
1468	0.8155027742	0.3016213019
1469	0.8154926883	0.301576739
1470	0.8154720901	0.3015370556
1471	0.8155627474	0.3015052208
1472	0.8155781394	0.3014677421
1473	0.8156250512	0.3014264127
1474	0.8156339683	0.3013883461
1475	0.8156703691	0.3013572167
1476	0.8156804443	0.3013190031
1477	0.8156853314	0.3013033062
1478	0.8156695126	0.3012819948
1479	0.8156797149	0.3012493662
1480	0.8158019886	0.301175761
1481	0.815794652	0.3011466305
1482	0.8158926063	0.301130816
1483	0.8158954877	0.3010946013
1484	0.8158582314	0.3010713204
1485	0.815857798	0.3010241119
1486	0.8158970659	0.3009958339
1487	0.8159472651	0.3009748458
1488	0.8159925667	0.3009472439
1489	0.8159764737	0.3009045035
1490	0.8159756004	0.3008661135
1491	0.8161034503	0.3008332205
1492	0.8161212923	0.300811086
1493	0.816139135	0.3007864235
1494	0.8161922253	0.3007429776
1495	0.8162060521	0.300709967
1496	0.8161770333	0.3006665799
1497	0.8162738699	0.300609142
1498	0.8163158211	0.3005849498
1499	0.8164088549	0.3005412982
1500	0.8164844775	0.3005129319
1501	0.816522837	0.300484213
1502	0.8166464434	0.30045423
1503	0.8166975496	0.3004362109
1504	0.8166910816	0.3003916773
1505	0.8167024702	0.3003523174
1506	0.8166725886	0.30031769
1507	0.8167560446	0.3002424974
1508	0.8167524956	0.3002085462
1509	0.8168096261	0.3001649533
1510	0.8168305736	0.3001162163
1511	0.8168404249	0.300084646
1512	0.8168743064	0.3000426699
1513	0.8169260456	0.2999947559
1514	0.8169175768	0.2999601873
1515	0.81692158	0.2999418742
1516	0.8169802451	0.2999066589
1517	0.8169981086	0.2998808207
1518	0.8170289063	0.2998320249
1519	0.8170085764	0.2998093319
1520	0.8170105769	0.2997685316
1521	0.8170304412	0.2997314644
1522	0.8171035659	0.2996959552
1523	0.8171423574	0.2996654137
1524	0.8171512899	0.2996423974
1525	0.8170990998	0.2996140018
1526	0.8171492911	0.2995811087
1527	0.8171443563	0.2995562111
1528	0.8172104133	0.299523318
1529	0.8172104133	0.2994856042
1530	0.817277527	0.2994463912
1531	0.8172606034	0.2994232573
1532	0.8174177259	0.2993888063
1533	0.8175031697	0.2993358364
1534	0.8174936738	0.2992838659
1535	0.8175140193	0.2992433595
1536	0.8175164928	0.2992139645
1537	0.8176566078	0.299167197
1538	0.8176004373	0.2991448567
1539	0.8176441651	0.2991129043
1540	0.8176446473	0.2990877715
1541	0.8177420677	0.2990641673
1542	0.8177833164	0.2990354483
1543	0.8177703929	0.2990039074
1544	0.8178280167	0.2989690743
1545	0.8179149836	0.2988797427
1546	0.8179408276	0.2988379429
1547	0.8180263093	0.2987978775
1548	0.8180591003	0.2987477589
1549	0.8180938796	0.2987121321
1550	0.8180685358	0.2986712142
1551	0.8181897673	0.2986365574
1552	0.8183139694	0.2986006955
1553	0.8182901237	0.2985662739
1554	0.8183144698	0.298528266
1555	0.818321929	0.298499988
1556	0.8184401504	0.2984638909
1557	0.8184550482	0.2984327321
1558	0.8185151388	0.298405042
1559	0.8185459414	0.2983711495
1560	0.8185961116	0.2983444882
1561	0.8185404986	0.2983254108
1562	0.8186562474	0.2982771147
1563	0.8187327523	0.2982399887
1564	0.818686543	0.2982123868
1565	0.8187546108	0.2981707634
1566	0.818746619	0.2980940129
1567	0.8187928265	0.29802564
1568	0.8188057353	0.2979908069
1569	0.818782411	0.2979327222
1570	0.8187754433	0.2978959196
1571	0.8188732856	0.2978749022
1572	0.8189145033	0.2978528853
1573	0.8188777601	0.2978324851
1574	0.8189209569	0.2977962116
1575	0.8190103597	0.2977596736
1576	0.8190575058	0.297737833
1577	0.819131499	0.2977028823
1578	0.8192341941	0.2976593482
1579	0.819232219	0.2976020279
1580	0.8192829007	0.2975686351
1581	0.8192768452	0.2975197511
1582	0.8193205469	0.2974928547
1583	0.8193373938	0.2974663403
1584	0.8194143997	0.297438562
1585	0.8193617463	0.2974060217
1586	0.8193225209	0.2973727465
1587	0.8193791208	0.2973140151
1588	0.8194615145	0.2972870599
1589	0.819490345	0.2972645139
1590	0.8195825891	0.2972120143
1591	0.8195354833	0.2971874988
1592	0.8196753545	0.2971360281
1593	0.8197244174	0.2970991079
1594	0.8197987145	0.297080442
1595	0.8198463361	0.2970437276
1596	0.8198023046	0.2970197706
1597	0.819819131	0.2969898759
1598	0.8198544068	0.296960422
1599	0.8198807287	0.2969282344
1600	0.8198320209	0.2968778513
1601	0.8197820803	0.2968363749
1602	0.819838123	0.2967973089
1603	0.8199027801	0.2967452502
1604	0.8198694667	0.2967102113
1605	0.8198680416	0.2966874889
1606	0.8199126161	0.2966221437
1607	0.8198997258	0.2965946888
1608	0.8198938239	0.2965693502
1609	0.8199274729	0.2965500671
1610	0.8199616626	0.2965128823
1611	0.8200221716	0.2964883081
1612	0.8200583205	0.2964449504
1613	0.8199571847	0.2964078538
1614	0.8200415028	0.2963793406
1615	0.8201053867	0.2963232548
1616	0.8201991962	0.2963010322
1617	0.8202557634	0.2962729011
1618	0.8202820839	0.2962455049
1619	0.8203549004	0.2961594362
1620	0.8203210308	0.2961220457
1621	0.8203627469	0.2961086709
1622	0.8203459422	0.2960944143
1623	0.8203549004	0.2960662539
1624	0.8204551411	0.2959835068
1625	0.8205329795	0.2959553169
1626	0.820589536	0.2959230118
1627	0.8205595742	0.2958905596
1628	0.8205492166	0.295848172
1629	0.820532419	0.2958183948
1630	0.8205937265	0.2957746843
1631	0.8206077282	0.2957238603
1632	0.820648317	0.2957075166
1633	0.8206264808	0.2956665105
1634	0.820652797	0.2956403489
1635	0.8206908599	0.2956209188
1636	0.8207294839	0.2955896718
1637	0.8208201652	0.2955393475
1638	0.8208109524	0.2955225629
1639	0.8208226895	0.2954776767
1640	0.8209145047	0.2954304976
1641	0.8208635843	0.2953928132
1642	0.8208848495	0.2953565397
1643	0.8209136912	0.2953186494
1644	0.8209109222	0.2952807004
1645	0.8210150505	0.2952270545
1646	0.8210928544	0.2952045084
1647	0.821056769	0.2951825797
1648	0.8211770871	0.2951592989
1649	0.8211622651	0.2951318145
1650	0.8211642176	0.2951005675
1651	0.8212386869	0.2950635298
1652	0.8212381072	0.295039514
1653	0.8211583602	0.2950025644
1654	0.8212051402	0.2949742276
1655	0.8212913228	0.294951858
1656	0.8212334114	0.2949292532
1657	0.8213034032	0.2949021803
1658	0.8212983383	0.2948640843
1659	0.8212552475	0.2948389516
1660	0.8213542946	0.2948163468
1661	0.8213882141	0.2947907731
1662	0.8214172644	0.2947596731
1663	0.8213800294	0.2947149632
1664	0.8214172644	0.2946878022
1665	0.8215272092	0.2946631985
1666	0.821577307	0.2946254847
1667	0.8216351927	0.2946104344
1668	0.8216357831	0.2945639902
1669	0.8216576154	0.2945409445
1670	0.8216576154	0.2945113731
1671	0.8217462968	0.294477069
1672	0.8217675343	0.2944486146
1673	0.8217753159	0.2944201602
1674	0.821881327	0.2943940868
1675	0.8219173597	0.2943479072
1676	0.821921994	0.294297965
1677	0.8219430742	0.2942508153
1678	0.8219803007	0.2942237425
1679	0.8219687875	0.294188439
1680	0.8219809004	0.2941376443
1681	0.8219596715	0.2941123352
1682	0.8219333573	0.2940937575
1683	0.8220163262	0.2940624518
1684	0.8220412974	0.2940352908
1685	0.8221048381	0.2940113926
1686	0.8220888355	0.2939803514
1687	0.8221357676	0.2939543662
1688	0.8221954241	0.2939144771
1689	0.8221909377	0.2938921956
1690	0.8222012452	0.2938493376
1691	0.8221955478	0.2938004537
1692	0.8221980936	0.2937765261
1693	0.8222417434	0.293736637
1694	0.8222436831	0.2937097993
1695	0.8222635683	0.2936906631
1696	0.8222668398	0.2936714094
1697	0.8222849006	0.2936339013
1698	0.8223645449	0.2935980981
1699	0.8222874476	0.2935699083
1700	0.8223484291	0.2935517715
1701	0.8223355793	0.293539602
1702	0.8223991096	0.2935123821
1703	0.822469777	0.2934754326
1704	0.8223618886	0.2934196407
1705	0.8223246679	0.2933964186
1706	0.8223490387	0.2933835436
1707	0.8223766762	0.2933316026
1708	0.8224548922	0.2932864224
1709	0.8225069966	0.2932227821
1710	0.8225525763	0.2931959738
1711	0.8226116179	0.2931770434
1712	0.8226674886	0.2931465901
1713	0.8226411801	0.2931324217
1714	0.8227297771	0.2930870945
1715	0.822783084	0.2930656949
1716	0.8228954172	0.2930239833
1717	0.8229307006	0.2929997912
1718	0.8230732314	0.2929556398
1719	0.8229570605	0.2929108417
1720	0.8230064846	0.2928691008
